individualnumber,category_number,hakkedis_amt,odul_amt,response
97591930,9039,34.0,3.0,0
98535565,9036,9.0,1.0,0
4081035,9007,19.0,1.0,0
93663924,9008,19.0,1.0,0
94052006,9007,40.0,4.0,0
100938444,9000,16.0,1.0,0
94650245,9039,34.0,3.0,0
91699526,9003,7.0,1.0,0
95808096,9058,23.0,2.0,0
97381093,9003,7.0,1.0,0
101040943,9006,32.0,3.0,0
97473586,9003,7.0,1.0,0
98617154,9061,48.0,4.0,0
99602221,9000,15.0,1.0,0
98704625,9000,15.0,1.0,0
95236042,9046,85.0,8.0,0
94897168,9038,16.0,1.0,0
96682132,9031,31.0,3.0,0
100690108,9042,19.0,2.0,0
101560791,9030,20.0,2.0,0
97712129,9046,85.0,8.0,0
96141002,9039,43.0,4.0,0
19008184,9000,16.0,1.0,0
100456036,9035,33.0,3.0,0
98325036,9011,13.0,1.0,0
94967325,9000,15.0,1.0,0
94893364,9005,10.0,1.0,0
100343992,9017,15.0,1.0,0
100604580,9036,13.0,1.0,0
93689414,9035,27.0,2.0,0
39953383,9048,38.0,3.0,0
95919273,9022,43.0,4.0,0
99876736,9029,38.0,3.0,0
46003083,9000,16.0,1.0,0
101541323,9000,18.0,1.0,0
102130837,9046,85.0,8.0,0
98710583,9059,27.0,2.0,0
100843873,9031,31.0,3.0,0
102167803,9046,85.0,8.0,0
94492806,9022,43.0,4.0,0
88894524,9008,17.0,1.0,0
96287610,9003,7.0,1.0,0
98849094,9046,85.0,8.0,0
101926471,9046,85.0,8.0,0
96533871,9027,48.0,4.0,0
17764538,9000,20.0,2.0,0
97383593,9022,66.0,6.0,0
97197000,9046,85.0,8.0,0
101668354,9046,85.0,8.0,0
96487805,9046,85.0,8.0,0
96988075,9017,15.0,1.0,0
95045206,9048,38.0,3.0,0
100788467,9035,38.0,3.0,0
96526930,9044,27.0,2.0,0
101631137,9022,60.0,6.0,0
96088194,9017,15.0,1.0,0
99451646,9022,47.0,4.0,0
80674596,9017,15.0,1.0,0
100662794,9017,15.0,1.0,0
94998041,9017,15.0,1.0,0
93459453,9017,18.0,1.0,0
100352170,9058,37.0,3.0,0
96840822,9035,31.0,3.0,0
100808581,9056,34.0,3.0,0
99406569,9011,19.0,1.0,0
93588870,9037,30.0,3.0,0
100072736,9049,64.0,6.0,0
99694785,9006,33.0,3.0,0
91768039,9035,27.0,2.0,0
94697544,9000,16.0,1.0,0
89303460,9059,29.0,4.0,0
99176717,9000,16.0,1.0,0
101548123,9035,43.0,4.0,0
97667774,9055,18.0,1.0,0
97537023,9000,26.0,2.0,0
99660468,9054,34.0,3.0,0
97406594,9028,112.0,11.0,0
94735276,9036,9.0,1.0,0
101531328,9046,85.0,8.0,0
101150076,9003,14.0,1.0,0
96490939,9027,44.0,4.0,0
100993496,9036,9.0,1.0,0
102267355,9035,62.0,6.0,0
95629759,9027,37.0,3.0,0
99819545,9017,24.0,2.0,1
93758301,9022,60.0,6.0,0
96453321,9004,65.0,6.0,0
4520087,9038,17.0,2.0,0
100292949,9019,28.0,2.0,0
99919645,9000,15.0,1.0,0
71166842,9046,105.0,15.0,0
98932182,9049,45.0,4.0,0
89680039,9032,33.0,3.0,0
94942870,9029,39.0,3.0,0
101351414,9046,85.0,8.0,0
94062644,9022,43.0,4.0,0
3190707,9035,46.0,6.0,1
93921374,9049,32.0,3.0,0
102120802,9046,85.0,8.0,0
97895648,9027,49.0,4.0,0
102234221,9046,85.0,8.0,0
98176975,9029,38.0,3.0,0
97304866,9046,56.0,5.0,0
79998485,9049,32.0,3.0,0
93197699,9038,19.0,1.0,0
4836326,9035,56.0,5.0,0
99755401,9036,9.0,1.0,0
101364296,9017,15.0,1.0,0
93351584,9055,12.0,1.0,0
95261376,9030,20.0,2.0,0
95614307,9036,9.0,1.0,0
90261085,9030,18.0,1.0,0
96991314,9046,85.0,8.0,0
96581861,9019,21.0,2.0,0
99857531,9024,23.0,2.0,0
96163414,9046,85.0,8.0,0
7690199,9046,57.0,5.0,0
98066227,9017,22.0,2.0,0
23751644,9038,33.0,3.0,0
100588053,9000,15.0,1.0,0
101089108,9000,15.0,1.0,0
94778215,9019,56.0,5.0,0
91002852,9027,55.0,5.0,0
89196410,9003,7.0,1.0,0
101838692,9035,27.0,2.0,0
97353041,9017,30.0,3.0,0
101505420,9046,85.0,8.0,0
96328880,9035,27.0,2.0,0
90975362,9004,66.0,6.0,0
96637038,9019,26.0,2.0,0
94791024,9046,85.0,8.0,0
92998036,9027,37.0,5.0,0
97354374,9019,27.0,2.0,0
79477618,9021,38.0,3.0,0
98653101,9001,19.0,1.0,0
95872425,9004,83.0,8.0,0
96602173,9022,43.0,4.0,0
101565379,9046,85.0,8.0,0
99293741,9030,18.0,1.0,0
98558926,9027,37.0,3.0,0
99026701,9022,43.0,4.0,0
90238571,9000,15.0,1.0,0
93986973,9003,14.0,1.0,0
82113434,9060,45.0,4.0,0
87995952,9015,21.0,2.0,0
98964059,9002,11.0,1.0,0
94910251,9036,9.0,1.0,0
83928935,9058,23.0,2.0,0
95145254,9035,43.0,4.0,0
98161876,9017,17.0,1.0,0
93146833,9000,17.0,1.0,0
86595644,9046,85.0,8.0,0
102041533,9022,60.0,6.0,0
101090755,9058,23.0,2.0,0
98936682,9000,15.0,1.0,0
96330442,9058,23.0,2.0,0
100472539,9046,85.0,8.0,0
99295431,9039,40.0,4.0,0
23094575,9035,32.0,3.0,0
96299546,9022,60.0,6.0,0
100450693,9002,22.0,2.0,0
95547834,9059,27.0,2.0,0
95136396,9032,33.0,4.0,0
99835415,9006,32.0,3.0,0
96871899,9046,85.0,8.0,0
98950368,9029,43.0,4.0,0
93035807,9008,41.0,4.0,0
100093485,9046,66.0,6.0,0
96878062,9017,39.0,5.0,0
94443652,9019,37.0,3.0,0
102167831,9046,85.0,8.0,0
93793745,9039,40.0,4.0,0
101897825,9006,48.0,4.0,0
102089295,9046,85.0,8.0,0
101539354,9022,60.0,6.0,0
98783798,9035,76.0,7.0,0
95832695,9019,21.0,2.0,0
99524302,9046,85.0,8.0,0
99624753,9039,34.0,3.0,0
93383296,9008,21.0,2.0,0
93989670,9046,85.0,8.0,0
94793397,9000,31.0,3.0,0
96310566,9019,27.0,2.0,0
94572362,9027,56.0,5.0,0
96736524,9006,32.0,3.0,0
22660045,9002,11.0,1.0,0
101319521,9046,85.0,8.0,0
96503580,9001,30.0,3.0,0
96170613,9017,26.0,2.0,0
92937381,9040,23.0,2.0,0
96499262,9035,40.0,4.0,0
99705740,9000,18.0,1.0,0
96708847,9019,58.0,8.0,0
21852829,9004,66.0,6.0,0
94464515,9017,24.0,2.0,0
101418089,9046,85.0,8.0,0
96438767,9046,85.0,8.0,0
95171581,9028,58.0,5.0,0
92454914,9019,37.0,3.0,0
93966652,9031,29.0,4.0,0
98508744,9059,66.0,6.0,0
100820764,9024,23.0,2.0,0
94924957,9018,17.0,1.0,0
92724851,9058,23.0,2.0,0
98880699,9003,7.0,1.0,0
102096873,9046,85.0,8.0,0
93477139,9009,15.0,1.0,0
99683422,9006,67.0,6.0,0
98098449,9017,15.0,1.0,0
101972566,9012,59.0,5.0,0
98260973,9018,15.0,1.0,0
46310734,9008,17.0,1.0,0
100653582,9018,15.0,1.0,0
96315963,9012,28.0,2.0,0
96028826,9042,17.0,1.0,0
94134935,9000,20.0,2.0,0
89144441,9049,35.0,5.0,0
89724205,9043,32.0,3.0,0
81756111,9058,23.0,3.0,0
95184478,9012,28.0,2.0,0
58435439,9015,38.0,3.0,0
100638889,9012,36.0,3.0,0
89062359,9022,43.0,4.0,0
55385189,9046,56.0,5.0,0
97100038,9006,32.0,3.0,0
91545300,9061,62.0,9.0,0
98116566,9017,23.0,2.0,0
23337848,9005,15.0,2.0,0
96795462,9003,7.0,1.0,0
95402010,9007,19.0,2.0,0
100051891,9011,30.0,3.0,0
95879847,9003,7.0,1.0,0
99755426,9032,33.0,3.0,0
23667104,9038,16.0,1.0,0
89116267,9004,66.0,6.0,0
93398455,9046,85.0,8.0,0
100777173,9042,17.0,1.0,0
94665083,9046,85.0,8.0,0
99730992,9022,43.0,4.0,0
94893894,9003,26.0,3.0,0
93730009,9040,23.0,2.0,0
97301673,9039,34.0,3.0,0
99359737,9046,85.0,8.0,0
101653879,9038,20.0,2.0,0
101470642,9036,9.0,1.0,0
59699539,9000,24.0,2.0,0
100913198,9012,33.0,3.0,0
101271744,9046,85.0,8.0,0
98109584,9011,13.0,1.0,0
97218629,9003,7.0,1.0,0
98826172,9059,27.0,2.0,0
88222783,9048,38.0,3.0,0
102149910,9046,85.0,8.0,0
100746577,9036,9.0,1.0,0
95133136,9060,56.0,5.0,0
93344105,9012,28.0,2.0,0
95259606,9036,12.0,1.0,0
96122331,9024,23.0,2.0,0
96059922,9046,85.0,8.0,0
91090887,9048,38.0,3.0,0
100271113,9040,23.0,3.0,0
23620103,9049,32.0,3.0,0
93676667,9039,52.0,5.0,0
95024939,9030,18.0,1.0,0
98176966,9046,85.0,8.0,0
100366627,9038,16.0,1.0,0
100768233,9049,56.0,5.0,0
101378065,9022,60.0,6.0,0
101156582,9022,43.0,4.0,0
96457173,9017,15.0,1.0,0
97213604,9022,43.0,4.0,0
94104203,9000,26.0,2.0,0
95832999,9032,33.0,3.0,0
101344497,9039,52.0,5.0,0
99797898,9059,27.0,2.0,0
98004877,9055,20.0,3.0,0
100671120,9058,23.0,2.0,0
96013919,9046,85.0,8.0,0
100274222,9041,32.0,3.0,0
100911488,9019,22.0,2.0,0
97670687,9011,13.0,1.0,0
99641366,9049,32.0,3.0,0
100555377,9058,23.0,2.0,0
95789252,9008,20.0,2.0,0
98580643,9017,15.0,1.0,0
101728726,9046,85.0,8.0,0
97034609,9021,90.0,9.0,0
95438140,9041,26.0,2.0,0
95738748,9029,39.0,3.0,0
101576111,9046,85.0,8.0,0
97045118,9029,38.0,3.0,0
98896758,9046,85.0,8.0,0
93476475,9036,9.0,1.0,0
95319014,9058,23.0,2.0,0
101783542,9046,85.0,8.0,0
97465559,9022,43.0,6.0,0
94946630,9038,20.0,2.0,0
98119718,9020,10.0,1.0,0
59250972,9000,15.0,1.0,0
91239159,9046,85.0,8.0,0
97435186,9039,34.0,3.0,0
95778384,9021,48.0,4.0,0
93345097,9031,29.0,2.0,0
96056212,9046,85.0,8.0,0
93628215,9036,12.0,1.0,0
101514620,9000,20.0,2.0,0
99034240,9029,38.0,3.0,0
101779946,9049,33.0,3.0,0
97208551,9022,53.0,5.0,0
94559742,9004,79.0,7.0,0
94487273,9018,18.0,1.0,0
94181839,9039,49.0,4.0,0
93561519,9041,56.0,5.0,0
94375029,9046,85.0,8.0,0
95319462,9000,15.0,1.0,0
98392716,9046,85.0,8.0,0
94406921,9024,23.0,2.0,0
95051378,9030,33.0,3.0,0
99950733,9000,15.0,1.0,0
95978676,9008,22.0,3.0,0
77553027,9007,19.0,1.0,0
99286664,9046,85.0,8.0,0
98089597,9059,27.0,2.0,0
94200088,9053,28.0,2.0,0
96154747,9036,10.0,1.0,0
94630216,9018,15.0,1.0,0
61453388,9032,33.0,4.0,0
101050351,9046,85.0,8.0,0
90198147,9036,9.0,1.0,0
101680809,9046,85.0,8.0,0
10362539,9042,23.0,2.0,0
100602402,9000,15.0,1.0,0
100866042,9000,16.0,1.0,0
96026845,9043,49.0,4.0,0
94509203,9008,20.0,2.0,0
97370919,9059,28.0,2.0,0
17561806,9000,35.0,3.0,0
89632058,9000,15.0,1.0,0
94367098,9035,58.0,5.0,0
88144800,9048,91.0,9.0,0
101910336,9046,85.0,8.0,0
99891898,9046,85.0,8.0,0
100921637,9006,37.0,3.0,0
95953992,9027,37.0,3.0,0
98756330,9046,85.0,8.0,0
89408127,9044,39.0,3.0,0
101625026,9042,25.0,2.0,0
92457767,9027,37.0,3.0,0
100866975,9001,19.0,1.0,0
101970354,9012,59.0,5.0,0
20945765,9032,33.0,3.0,0
96016245,9046,85.0,8.0,0
13755028,9012,28.0,2.0,0
5485147,9010,21.0,3.0,0
5938521,9039,34.0,3.0,0
97702884,9004,66.0,6.0,0
68252330,9022,56.0,5.0,0
92414391,9000,15.0,1.0,0
97541270,9020,12.0,1.0,0
96159012,9046,85.0,8.0,0
96334807,9059,27.0,2.0,0
100057611,9043,32.0,3.0,0
95229272,9038,25.0,2.0,0
96944960,9006,32.0,3.0,0
96148472,9046,56.0,5.0,0
93515846,9032,37.0,3.0,0
90310061,9003,10.0,1.0,0
95879283,9006,32.0,3.0,1
45696510,9055,16.0,1.0,0
97242178,9029,38.0,3.0,0
93077325,9000,18.0,1.0,0
100004508,9012,32.0,3.0,0
100557014,9004,66.0,6.0,0
92436501,9027,37.0,3.0,0
98374941,9020,8.0,1.0,0
94850946,9018,15.0,1.0,0
94643982,9021,34.0,3.0,0
97344829,9000,15.0,1.0,0
93635292,9035,33.0,3.0,0
94342356,9032,33.0,3.0,0
93577372,9035,60.0,9.0,0
102085412,9046,125.0,12.0,0
18651157,9059,27.0,2.0,0
100202395,9019,21.0,2.0,0
96783005,9053,28.0,2.0,0
22729729,9019,22.0,2.0,0
96318931,9006,32.0,3.0,0
67536931,9002,14.0,1.0,0
99416550,9039,34.0,3.0,0
94419150,9035,43.0,4.0,0
98194492,9032,33.0,3.0,0
100032050,9046,85.0,8.0,0
89276561,9009,15.0,1.0,0
94906762,9046,85.0,8.0,0
97521256,9006,32.0,3.0,0
100718500,9044,75.0,7.0,0
100648529,9036,10.0,1.0,0
84409976,9039,54.0,5.0,0
97175446,9046,85.0,8.0,0
101948543,9001,30.0,3.0,0
99050083,9001,30.0,3.0,0
99701826,9004,83.0,8.0,0
97033288,9046,85.0,8.0,0
93488753,9041,26.0,3.0,0
90968181,9000,18.0,1.0,0
99946723,9000,15.0,1.0,0
86169133,9003,18.0,1.0,0
24296698,9015,21.0,2.0,0
101862764,9046,85.0,8.0,0
95152206,9006,32.0,3.0,0
96553164,9046,85.0,8.0,0
90080147,9042,18.0,1.0,0
99164753,9040,37.0,3.0,0
93775157,9046,85.0,8.0,0
102235311,9046,85.0,8.0,0
95435922,9010,16.0,1.0,0
93453440,9038,20.0,2.0,0
24061714,9043,58.0,5.0,0
96603416,9006,36.0,3.0,0
94623100,9027,37.0,3.0,0
99316265,9024,23.0,2.0,0
100125637,9043,49.0,4.0,0
83035960,9021,43.0,4.0,0
98269369,9004,74.0,7.0,0
98169689,9027,96.0,14.0,0
93505980,9019,43.0,4.0,0
96888448,9046,85.0,8.0,0
100300308,9053,28.0,2.0,0
94993536,9022,56.0,5.0,0
76363424,9036,20.0,3.0,0
88942504,9021,56.0,5.0,0
93788558,9049,66.0,6.0,0
92915987,9021,68.0,10.0,0
96238643,9018,17.0,1.0,0
99002910,9059,27.0,2.0,0
83385097,9046,109.0,10.0,0
97537099,9018,15.0,1.0,0
98613480,9046,85.0,8.0,0
95546259,9017,39.0,3.0,0
99974176,9043,66.0,6.0,0
98646928,9001,19.0,1.0,0
97874177,9006,34.0,3.0,0
95333884,9039,34.0,3.0,0
96304996,9022,43.0,4.0,0
98433876,9035,43.0,4.0,0
96756214,9020,8.0,1.0,0
89238693,9046,80.0,8.0,0
99919778,9032,33.0,3.0,0
95528821,9039,34.0,3.0,0
98779284,9017,15.0,1.0,0
100509073,9058,26.0,2.0,0
96710077,9059,27.0,2.0,0
95308551,9046,85.0,8.0,0
96072007,9004,66.0,6.0,0
13458805,9027,37.0,3.0,0
94195476,9035,41.0,4.0,0
99241297,9022,43.0,4.0,0
97075305,9058,23.0,2.0,0
94133396,9046,85.0,8.0,0
92832690,9037,35.0,3.0,0
92878829,9009,34.0,3.0,0
93943421,9046,85.0,8.0,0
100481329,9022,60.0,6.0,0
84627250,9042,18.0,2.0,0
94131418,9000,26.0,3.0,0
5750859,9006,52.0,7.0,1
101944810,9046,56.0,5.0,0
100956424,9012,28.0,2.0,0
97649743,9006,32.0,3.0,0
94194262,9000,15.0,1.0,0
7682636,9008,29.0,4.0,0
101194620,9029,38.0,3.0,0
93218628,9036,20.0,2.0,0
93778796,9049,66.0,6.0,0
99881204,9000,19.0,1.0,0
95602069,9042,17.0,1.0,0
101056745,9017,15.0,1.0,0
101248870,9020,8.0,1.0,0
96236822,9042,30.0,3.0,0
100166245,9039,49.0,4.0,0
94101384,9015,24.0,2.0,0
93727168,9046,85.0,8.0,0
49702906,9035,27.0,2.0,0
101906928,9001,30.0,3.0,0
93165629,9010,24.0,2.0,0
89139777,9024,23.0,2.0,0
95526403,9017,15.0,1.0,0
89246948,9008,28.0,2.0,0
2501389,9038,18.0,1.0,0
8226124,9003,7.0,1.0,0
65522657,9003,7.0,1.0,0
97890974,9048,54.0,5.0,0
100684415,9040,23.0,2.0,0
101551547,9060,45.0,4.0,0
99712749,9022,60.0,6.0,0
95044077,9022,43.0,4.0,0
18855696,9004,121.0,12.0,0
18630334,9035,43.0,4.0,0
101762848,9046,85.0,8.0,0
98772787,9035,43.0,4.0,0
94480238,9010,30.0,3.0,0
92949913,9048,38.0,5.0,0
96390281,9012,28.0,2.0,0
94964869,9038,22.0,2.0,0
101277055,9001,24.0,2.0,0
98175554,9015,21.0,2.0,0
98565587,9022,60.0,6.0,0
97706440,9046,85.0,8.0,0
101254414,9048,38.0,3.0,0
97598847,9009,15.0,1.0,0
13062633,9037,47.0,7.0,0
93114971,9042,22.0,2.0,0
94295632,9058,23.0,3.0,0
102115128,9046,85.0,8.0,0
90920134,9007,19.0,1.0,0
101113781,9046,85.0,8.0,0
95028242,9035,41.0,6.0,0
94134430,9027,37.0,3.0,0
95838412,9008,17.0,1.0,0
93886610,9035,28.0,2.0,0
96406353,9024,23.0,2.0,0
96940527,9046,85.0,8.0,0
96045089,9046,136.0,13.0,0
97936459,9038,17.0,1.0,0
99127179,9020,8.0,1.0,0
89754156,9008,17.0,1.0,0
96527418,9046,56.0,5.0,0
94776855,9048,38.0,3.0,0
94838785,9019,62.0,6.0,0
101015841,9056,32.0,3.0,0
75138804,9004,66.0,6.0,0
93494698,9000,16.0,1.0,0
94810312,9044,48.0,4.0,0
98080124,9046,85.0,8.0,0
96731923,9024,23.0,2.0,0
95860478,9018,20.0,2.0,0
97349209,9044,27.0,2.0,0
96423614,9048,56.0,5.0,0
98882657,9046,85.0,8.0,0
102256889,9046,85.0,8.0,0
100881435,9017,15.0,1.0,0
98074377,9006,32.0,3.0,0
99880597,9036,17.0,1.0,0
91121006,9046,85.0,8.0,0
98037106,9012,28.0,2.0,0
93515853,9036,14.0,1.0,0
91258976,9039,41.0,4.0,0
97748156,9046,85.0,8.0,0
93929128,9038,18.0,1.0,0
93355521,9002,11.0,1.0,0
97445197,9007,19.0,1.0,0
100643231,9006,32.0,3.0,0
8815530,9022,78.0,7.0,0
94625895,9027,37.0,3.0,0
101666620,9004,83.0,8.0,0
98523761,9000,15.0,1.0,0
44961015,9044,30.0,4.0,0
89195876,9000,29.0,2.0,0
98853667,9017,17.0,1.0,0
93154947,9048,49.0,4.0,0
99800705,9036,18.0,1.0,0
97785503,9017,15.0,1.0,0
93463773,9008,17.0,1.0,0
96352114,9039,34.0,3.0,0
97650514,9003,7.0,1.0,0
96247899,9055,32.0,3.0,0
94662759,9000,17.0,1.0,0
98410234,9060,45.0,4.0,0
95278826,9022,43.0,4.0,0
95948488,9040,24.0,2.0,0
99451342,9019,21.0,2.0,0
97719954,9017,22.0,2.0,0
97693036,9010,16.0,1.0,0
95333504,9058,23.0,2.0,0
98803086,9018,15.0,1.0,0
93460799,9032,37.0,3.0,0
93948618,9042,17.0,1.0,0
101723576,9046,85.0,8.0,0
4962323,9008,20.0,2.0,0
94532809,9038,17.0,2.0,0
20717428,9046,85.0,8.0,0
94590164,9000,15.0,1.0,0
96544047,9046,85.0,8.0,0
99474098,9003,11.0,1.0,0
95199427,9046,85.0,8.0,0
88448865,9056,28.0,2.0,0
100426905,9001,22.0,2.0,0
96961158,9018,18.0,1.0,0
100764484,9046,85.0,8.0,0
96340414,9028,63.0,6.0,0
99706648,9046,85.0,8.0,0
98025841,9046,85.0,8.0,0
98775098,9005,12.0,1.0,0
97048751,9046,85.0,8.0,0
91800235,9019,21.0,2.0,0
96473372,9038,16.0,1.0,0
95927681,9052,43.0,4.0,0
100694649,9022,43.0,4.0,0
100935259,9032,33.0,3.0,0
98354409,9004,66.0,6.0,0
95146629,9035,56.0,5.0,0
91069018,9060,45.0,4.0,0
101119072,9046,136.0,13.0,0
95899567,9027,64.0,6.0,0
96878938,9024,56.0,5.0,0
98560191,9059,30.0,4.0,0
101131127,9046,85.0,8.0,0
97418504,9046,85.0,8.0,0
101777348,9038,20.0,2.0,0
101517764,9038,16.0,1.0,0
86821557,9031,29.0,2.0,0
96628218,9022,60.0,6.0,0
94697839,9006,36.0,3.0,0
88625094,9049,32.0,3.0,0
5484866,9055,39.0,5.0,0
97216697,9035,28.0,2.0,0
98344676,9043,32.0,3.0,0
100767194,9046,85.0,8.0,0
101876522,9046,85.0,8.0,0
99170856,9000,16.0,1.0,0
93140347,9019,21.0,2.0,0
94094264,9041,27.0,4.0,0
86409528,9021,37.0,5.0,0
99611738,9008,20.0,2.0,0
61358842,9022,48.0,7.0,0
100262862,9049,32.0,3.0,0
100270080,9058,23.0,2.0,0
21005027,9003,12.0,1.0,0
96880930,9058,23.0,2.0,0
98015495,9056,26.0,2.0,0
101422964,9046,85.0,8.0,0
102100916,9046,85.0,8.0,0
94459612,9004,75.0,7.0,0
94639914,9046,85.0,8.0,0
96852530,9006,32.0,3.0,0
95893273,9046,85.0,8.0,0
93899322,9017,15.0,1.0,0
102149435,9046,85.0,8.0,0
93099347,9042,17.0,1.0,0
93116780,9044,33.0,3.0,0
95219686,9060,45.0,4.0,0
43269739,9021,46.0,4.0,0
94298713,9029,38.0,3.0,0
98990813,9046,77.0,7.0,0
94359664,9000,15.0,1.0,0
100309804,9044,29.0,2.0,0
98139221,9017,15.0,1.0,0
92345303,9006,32.0,3.0,0
50985968,9042,21.0,2.0,0
88295355,9019,48.0,4.0,0
99879174,9000,15.0,1.0,0
99049312,9000,15.0,1.0,0
83441005,9000,32.0,3.0,0
88988244,9024,23.0,2.0,0
89926268,9022,43.0,4.0,0
96998295,9046,85.0,8.0,0
92990550,9042,25.0,2.0,0
100274212,9049,32.0,3.0,0
94563023,9054,34.0,3.0,0
100561410,9035,27.0,2.0,0
99628573,9000,37.0,3.0,1
71670217,9061,78.0,7.0,0
89929860,9040,55.0,5.0,0
80586514,9035,27.0,2.0,0
93577237,9036,9.0,1.0,0
97683903,9000,15.0,1.0,0
6544343,9036,10.0,1.0,0
94763275,9038,20.0,2.0,0
98610551,9017,23.0,2.0,0
95004389,9059,27.0,2.0,0
97388030,9019,21.0,2.0,0
99025628,9032,33.0,3.0,0
98287970,9046,85.0,8.0,0
101318646,9046,84.0,8.0,0
101263803,9046,85.0,8.0,0
9377067,9042,17.0,2.0,0
97843516,9032,37.0,3.0,0
101328888,9046,85.0,8.0,0
99692464,9046,85.0,8.0,0
22988003,9039,35.0,3.0,0
93022372,9010,24.0,3.0,1
93542621,9024,40.0,6.0,0
101969561,9042,36.0,3.0,0
95034913,9046,85.0,8.0,0
102055008,9046,85.0,8.0,0
93025550,9002,11.0,1.0,0
94209767,9015,21.0,2.0,0
100267961,9006,32.0,3.0,0
96520640,9000,37.0,3.0,0
101958315,9046,85.0,8.0,0
101623180,9022,60.0,6.0,0
99963243,9000,15.0,1.0,0
100659960,9019,48.0,4.0,0
101363542,9043,32.0,3.0,0
96250218,9007,19.0,1.0,0
58606997,9040,27.0,2.0,0
100047854,9040,23.0,2.0,0
96624823,9046,85.0,8.0,0
99666532,9001,20.0,2.0,0
99523786,9003,7.0,1.0,0
101012026,9017,18.0,1.0,0
24820367,9046,85.0,8.0,0
99598223,9012,48.0,4.0,0
88773424,9007,19.0,1.0,0
99919900,9007,19.0,1.0,0
17738936,9022,54.0,5.0,0
101948735,9022,60.0,6.0,0
41873803,9059,33.0,4.0,0
49012782,9018,15.0,1.0,0
19816775,9036,15.0,1.0,0
94397278,9004,66.0,6.0,0
93715390,9000,22.0,3.0,0
94996303,9058,23.0,2.0,1
97221021,9018,15.0,1.0,0
88005415,9039,48.0,4.0,0
11108267,9020,8.0,1.0,0
95652164,9046,85.0,8.0,0
101833134,9035,43.0,4.0,0
93029278,9042,22.0,2.0,0
96955249,9022,48.0,4.0,0
95464752,9017,15.0,1.0,0
94306175,9056,26.0,2.0,0
94853441,9022,43.0,4.0,0
95369892,9000,17.0,1.0,0
101145674,9039,37.0,3.0,0
82291904,9046,85.0,8.0,0
97674601,9022,90.0,9.0,0
88835064,9058,23.0,2.0,0
97284001,9004,121.0,12.0,0
94398746,9010,47.0,7.0,0
96312618,9001,24.0,2.0,0
94560870,9021,34.0,3.0,0
94383975,9049,32.0,3.0,0
99268798,9058,23.0,2.0,0
97451335,9046,85.0,8.0,0
93300076,9017,27.0,2.0,0
94050486,9029,54.0,5.0,0
101012551,9043,32.0,3.0,0
59088804,9027,78.0,7.0,0
20803684,9004,79.0,7.0,0
95663353,9046,85.0,8.0,0
99008415,9010,36.0,3.0,0
68513218,9015,21.0,2.0,0
84526578,9036,12.0,1.0,1
97020749,9004,66.0,6.0,0
65846778,9054,34.0,5.0,0
94699955,9000,15.0,1.0,0
97652519,9059,77.0,7.0,0
98059328,9038,33.0,3.0,0
99849816,9046,85.0,8.0,0
94354896,9039,34.0,3.0,0
96080195,9007,19.0,1.0,0
92492046,9055,19.0,1.0,0
98651910,9049,32.0,3.0,0
89752322,9004,112.0,11.0,0
98849745,9022,43.0,4.0,0
96620237,9039,51.0,5.0,0
100603388,9010,19.0,1.0,0
102057099,9046,85.0,8.0,0
96055459,9004,66.0,6.0,0
82087079,9019,36.0,3.0,0
20398278,9018,15.0,1.0,0
94899132,9046,93.0,13.0,0
88302727,9035,27.0,2.0,0
99577148,9058,23.0,2.0,0
45501020,9000,17.0,1.0,0
101849326,9046,85.0,8.0,0
98264443,9059,39.0,3.0,0
98419909,9035,27.0,2.0,0
94445464,9022,43.0,4.0,0
97490203,9004,121.0,12.0,0
59550711,9056,34.0,3.0,0
96474635,9046,85.0,8.0,0
89490871,9001,33.0,4.0,0
101184699,9046,85.0,8.0,0
99655805,9009,16.0,2.0,0
94709320,9046,85.0,8.0,0
96789191,9019,41.0,4.0,0
100376213,9027,37.0,3.0,0
5006144,9004,78.0,11.0,0
101768129,9046,85.0,8.0,0
99705207,9000,15.0,1.0,0
99959766,9038,20.0,2.0,0
100972328,9029,38.0,3.0,0
94131382,9059,27.0,2.0,0
94772689,9006,32.0,3.0,0
40649986,9007,28.0,2.0,0
99168831,9049,32.0,3.0,0
42921721,9038,16.0,1.0,0
88623191,9027,92.0,9.0,0
94467217,9008,17.0,1.0,0
96005683,9061,95.0,9.0,0
94904424,9046,85.0,8.0,0
96488044,9035,27.0,2.0,0
96009563,9029,38.0,3.0,0
92976336,9046,56.0,5.0,0
96749298,9038,23.0,3.0,0
55220127,9017,16.0,2.0,0
98618400,9006,32.0,3.0,0
99822652,9041,26.0,2.0,0
89119033,9003,10.0,1.0,0
96606111,9000,15.0,1.0,0
97678149,9012,28.0,2.0,0
98647960,9046,85.0,8.0,0
100041861,9059,27.0,2.0,0
84704060,9038,17.0,1.0,0
76455614,9008,25.0,2.0,0
98204034,9048,38.0,3.0,0
97409124,9059,28.0,2.0,0
98958242,9019,21.0,2.0,0
93025366,9059,30.0,4.0,0
94381561,9017,17.0,1.0,0
98319486,9046,85.0,8.0,0
92986545,9044,40.0,4.0,0
97681924,9008,17.0,1.0,0
97072800,9009,15.0,1.0,0
98583650,9029,38.0,3.0,0
101927021,9022,60.0,6.0,0
95416452,9000,15.0,1.0,0
43091653,9029,40.0,6.0,0
96866989,9017,19.0,1.0,0
